,time,meassures of PM2.5 (qm)
25134,251340,9.29
25135,251350,12.27
25136,251360,6.64
25137,251370,11.42
25138,251380,14.06
25139,251390,4.74
25140,251400,8.01
25141,251410,4.15
25142,251420,13.78
25143,251430,15.97
25144,251440,9.64
25145,251450,7.1
25146,251460,6.18
25147,251470,15.02
25148,251480,15.95
25149,251490,8.26
25150,251500,10.98
25151,251510,18.64
25152,251520,6.11
25153,251530,12.78
25154,251540,9.73
25155,251550,6.59
25156,251560,7.79
25157,251570,7.89
25158,251580,5.15
25159,251590,4.08
25160,251600,9.09
25161,251610,12.61
25162,251620,17.61
25163,251630,13.11
25164,251640,17.66
25165,251650,14.64
25166,251660,2.89
25167,251670,14.64
25168,251680,6.94
25169,251690,8.95
25170,251700,5.0
25171,251710,4.19
25172,251720,8.45
25173,251730,5.67
25174,251740,13.55
25175,251750,8.61
25176,251760,9.34
25177,251770,5.61
25178,251780,12.92
25179,251790,7.71
25180,251800,7.41
25181,251810,15.71
25182,251820,5.49
25183,251830,10.33
25184,251840,6.97
25185,251850,6.15
25186,251860,9.48
25187,251870,16.83
25188,251880,11.47
25189,251890,11.01
25190,251900,13.28
25191,251910,10.98
25192,251920,2.52
25193,251930,11.41
25194,251940,14.04
25195,251950,12.8
25196,251960,9.42
25197,251970,9.7
25198,251980,2.41
25199,251990,8.23
25200,252000,5.96
25201,252010,4.34
25202,252020,11.88
25203,252030,12.5
25204,252040,9.97
25205,252050,8.48
25206,252060,9.65
25207,252070,10.41
25208,252080,10.68
25209,252090,9.75
25210,252100,13.89
25211,252110,15.17
25212,252120,10.56
25213,252130,12.34
25214,252140,9.46
25215,252150,11.64
25216,252160,5.4
25217,252170,5.15
25218,252180,11.64
25219,252190,7.93
25220,252200,7.72
25221,252210,1.28
25222,252220,6.42
25223,252230,7.14
25224,252240,7.13
25225,252250,2.13
25226,252260,2.89
25227,252270,3.73
25228,252280,7.42
25229,252290,6.5
25230,252300,9.78
25231,252310,4.98
25232,252320,9.29
25233,252330,10.06
25234,252340,5.47
25235,252350,12.05
25236,252360,7.73
25237,252370,10.32
25238,252380,8.58
25239,252390,4.01
25240,252400,13.18
25241,252410,12.98
25242,252420,9.09
25243,252430,10.11
25244,252440,2.15
25245,252450,15.5
25246,252460,14.08
25247,252470,16.55
25248,252480,6.19
25249,252490,16.6
25250,252500,10.94
25251,252510,8.77
25252,252520,6.45
25253,252530,14.72
25254,252540,6.21
25255,252550,6.06
25256,252560,13.57
25257,252570,10.69
25258,252580,15.23
25259,252590,11.35
25260,252600,3.68
25261,252610,10.58
25262,252620,16.54
25263,252630,7.82
25264,252640,12.5
25265,252650,6.87
25266,252660,8.22
25267,252670,14.71
25268,252680,7.4
25269,252690,7.58
25270,252700,11.3
25271,252710,11.17
25272,252720,4.84
25273,252730,1.4
25274,252740,9.82
25275,252750,3.32
25276,252760,15.21
25277,252770,6.37
25278,252780,6.47
25279,252790,7.14
25280,252800,10.44
25281,252810,6.01
25282,252820,9.71
25283,252830,6.96
25284,252840,5.96
25285,252850,8.04
25286,252860,7.65
25287,252870,19.37
25288,252880,12.39
25289,252890,2.06
25290,252900,6.96
25291,252910,8.21
25292,252920,14.02
25293,252930,13.66
25294,252940,3.88
25295,252950,9.94
25296,252960,12.87
25297,252970,11.82
25298,252980,6.78
25299,252990,9.1
25300,253000,9.3
25301,253010,10.54
25302,253020,7.2
25303,253030,18.19
25304,253040,9.66
25305,253050,3.95
25306,253060,9.67
25307,253070,12.01
25308,253080,6.41
25309,253090,4.55
25310,253100,9.49
25311,253110,3.73
25312,253120,9.33
25313,253130,5.06
25314,253140,13.27
25315,253150,6.58
25316,253160,7.46
25317,253170,11.36
25318,253180,15.43
25319,253190,7.42
25320,253200,6.12
25321,253210,2.25
25322,253220,4.75
25323,253230,13.89
25324,253240,13.61
25325,253250,9.93
25326,253260,3.52
25327,253270,15.69
25328,253280,11.63
25329,253290,7.53
25330,253300,6.61
25331,253310,3.36
25332,253320,12.39
25333,253330,6.82
25334,253340,7.17
25335,253350,13.18
25336,253360,7.79
25337,253370,11.76
25338,253380,7.45
25339,253390,5.35
25340,253400,8.04
25341,253410,12.05
25342,253420,7.5
25343,253430,7.17
25344,253440,4.62
25345,253450,16.82
25346,253460,12.12
25347,253470,3.78
25348,253480,15.36
25349,253490,7.85
25350,253500,15.05
25351,253510,9.99
25352,253520,14.37
25353,253530,4.52
25354,253540,11.47
25355,253550,1.72
25356,253560,16.13
25357,253570,9.19
25358,253580,11.58
25359,253590,11.19
25360,253600,9.74
25361,253610,5.88
25362,253620,9.92
25363,253630,10.84
25364,253640,9.91
25365,253650,8.71
25366,253660,9.79
25367,253670,9.6
25368,253680,8.67
25369,253690,7.41
25370,253700,8.31
25371,253710,6.44
25372,253720,3.5
25373,253730,5.32
25374,253740,10.6
25375,253750,9.58
25376,253760,9.96
25377,253770,12.04
25378,253780,6.9
25379,253790,13.85
25380,253800,9.03
25381,253810,1.32
25382,253820,6.16
25383,253830,9.02
25384,253840,4.3
25385,253850,12.0
25386,253860,7.4
25387,253870,8.36
25388,253880,1.23
25389,253890,15.27
25390,253900,1.16
25391,253910,11.68
25392,253920,15.84
25393,253930,8.49
25394,253940,16.66
25395,253950,7.64
25396,253960,9.71
25397,253970,4.33
25398,253980,10.52
25399,253990,19.23
25400,254000,15.3
25401,254010,4.89
25402,254020,9.97
25403,254030,9.19
25404,254040,14.1
25405,254050,13.7
25406,254060,8.91
25407,254070,10.1
25408,254080,2.72
25409,254090,6.3
25410,254100,6.24
25411,254110,14.02
25412,254120,11.73
25413,254130,11.04
25414,254140,8.06
25415,254150,8.66
25416,254160,6.25
25417,254170,4.33
25418,254180,7.37
25419,254190,11.9
25420,254200,11.82
25421,254210,5.3
25422,254220,10.95
25423,254230,11.75
25424,254240,0.8
25425,254250,14.99
25426,254260,12.57
25427,254270,12.3
25428,254280,7.41
25429,254290,1.82
25430,254300,7.12
25431,254310,8.7
25432,254320,9.85
25433,254330,6.32
25434,254340,8.2
25435,254350,4.33
25436,254360,8.4
25437,254370,15.81
25438,254380,11.26
25439,254390,5.24
25440,254400,10.15
25441,254410,5.35
25442,254420,10.12
25443,254430,8.01
25444,254440,12.01
25445,254450,9.45
25446,254460,9.67
25447,254470,7.48
25448,254480,4.97
25449,254490,8.32
25450,254500,3.11
25451,254510,12.37
25452,254520,9.96
25453,254530,11.35
25454,254540,10.52
25455,254550,16.68
25456,254560,9.53
25457,254570,16.03
25458,254580,9.46
25459,254590,12.37
25460,254600,16.6
25461,254610,12.87
25462,254620,16.61
25463,254630,3.19
25464,254640,11.09
25465,254650,3.83
25466,254660,4.75
25467,254670,9.24
25468,254680,1.37
25469,254690,4.6
25470,254700,10.93
25471,254710,2.76
25472,254720,7.86
25473,254730,6.61
25474,254740,13.2
25475,254750,7.03
25476,254760,4.54
25477,254770,8.72
25478,254780,11.49
25479,254790,8.21
25480,254800,4.72
25481,254810,2.22
25482,254820,14.84
25483,254830,6.41
25484,254840,4.61
25485,254850,7.45
25486,254860,12.87
25487,254870,11.29
25488,254880,12.78
25489,254890,10.31
25490,254900,4.2
25491,254910,14.01
25492,254920,14.16
25493,254930,12.58
25494,254940,0.96
25495,254950,9.43
25496,254960,9.79
25497,254970,18.03
25498,254980,0.28
25499,254990,7.46
25500,255000,4.2
25501,255010,11.38
25502,255020,8.59
25503,255030,5.47
25504,255040,9.2
25505,255050,9.37
25506,255060,10.04
25507,255070,7.29
25508,255080,11.78
25509,255090,0.1
25510,255100,1.26
25511,255110,3.94
25512,255120,12.4
25513,255130,3.62
25514,255140,9.99
25515,255150,8.48
25516,255160,8.05
25517,255170,11.72
25518,255180,9.73
25519,255190,3.06
25520,255200,4.54
25521,255210,3.96
25522,255220,11.47
25523,255230,10.39
25524,255240,14.93
25525,255250,2.84
25526,255260,7.33
25527,255270,15.67
25528,255280,17.19
25529,255290,12.85
25530,255300,7.78
25531,255310,14.19
25532,255320,9.15
25533,255330,4.43
25534,255340,11.66
25535,255350,10.1
25536,255360,7.0
25537,255370,18.43
25538,255380,3.24
25539,255390,7.43
25540,255400,13.53
25541,255410,9.42
25542,255420,4.66
25543,255430,5.99
25544,255440,6.93
25545,255450,8.37
25546,255460,8.48
25547,255470,13.28
25548,255480,3.53
25549,255490,9.92
25550,255500,9.89
25551,255510,1.34
25552,255520,10.29
25553,255530,8.72
25554,255540,8.95
25555,255550,0.72
25556,255560,10.97
25557,255570,9.02
25558,255580,10.53
25559,255590,12.69
25560,255600,7.39
25561,255610,6.64
25562,255620,1.3
25563,255630,8.64
25564,255640,9.37
25565,255650,3.28
25566,255660,6.13
25567,255670,7.63
25568,255680,15.05
25569,255690,7.15
25570,255700,7.54
25571,255710,8.0
25572,255720,7.64
25573,255730,11.54
25574,255740,9.14
25575,255750,13.2
25576,255760,5.06
25577,255770,8.91
25578,255780,1.67
25579,255790,7.65
25580,255800,6.54
25581,255810,11.44
25582,255820,4.34
25583,255830,0.88
25584,255840,4.81
25585,255850,9.12
25586,255860,4.07
25587,255870,10.17
25588,255880,10.02
25589,255890,14.46
25590,255900,8.12
25591,255910,9.18
25592,255920,10.22
25593,255930,6.23
25594,255940,7.12
25595,255950,7.31
25596,255960,3.95
25597,255970,5.68
25598,255980,11.93
25599,255990,9.68
25600,256000,7.27
25601,256010,10.04
25602,256020,12.09
25603,256030,5.28
25604,256040,8.02
25605,256050,5.69
25606,256060,11.57
25607,256070,11.58
25608,256080,13.06
25609,256090,2.87
25610,256100,3.1
25611,256110,7.26
25612,256120,20.29
25613,256130,7.63
25614,256140,2.86
25615,256150,1.83
25616,256160,6.12
25617,256170,6.5
25618,256180,8.71
25619,256190,7.17
25620,256200,3.7
25621,256210,11.39
25622,256220,12.54
25623,256230,5.71
25624,256240,7.85
25625,256250,6.8
25626,256260,6.21
25627,256270,5.34
25628,256280,20.31
25629,256290,11.19
25630,256300,9.6
25631,256310,7.07
25632,256320,7.12
25633,256330,10.35
25634,256340,6.55
25635,256350,15.24
25636,256360,9.4
25637,256370,8.53
25638,256380,15.81
25639,256390,8.9
25640,256400,6.04
25641,256410,9.82
25642,256420,9.57
25643,256430,10.16
25644,256440,6.2
25645,256450,9.2
25646,256460,14.81
25647,256470,11.53
25648,256480,12.9
25649,256490,18.62
25650,256500,16.52
25651,256510,14.49
25652,256520,7.41
25653,256530,11.0
25654,256540,9.42
25655,256550,3.36
25656,256560,13.35
25657,256570,7.38
25658,256580,8.42
25659,256590,7.59
25660,256600,8.62
25661,256610,10.86
25662,256620,10.28
25663,256630,6.17
25664,256640,12.37
25665,256650,8.92
25666,256660,5.99
25667,256670,6.46
25668,256680,5.31
25669,256690,17.15
25670,256700,7.65
25671,256710,2.58
25672,256720,8.35
25673,256730,8.81
25674,256740,10.74
25675,256750,11.28
25676,256760,10.6
25677,256770,0.52
25678,256780,12.36
25679,256790,8.6
25680,256800,10.19
25681,256810,3.09
25682,256820,9.84
25683,256830,10.27
25684,256840,11.58
25685,256850,11.77
25686,256860,7.67
25687,256870,10.68
25688,256880,3.74
25689,256890,17.47
25690,256900,13.53
25691,256910,9.35
25692,256920,11.71
25693,256930,4.97
25694,256940,8.41
25695,256950,5.34
25696,256960,6.25
25697,256970,5.65
25698,256980,12.75
25699,256990,7.14
25700,257000,18.35
25701,257010,7.54
25702,257020,19.44
25703,257030,8.62
25704,257040,13.42
25705,257050,12.81
25706,257060,4.09
25707,257070,10.62
25708,257080,4.84
25709,257090,6.25
25710,257100,6.74
25711,257110,6.5
25712,257120,7.22
25713,257130,17.26
25714,257140,6.8
25715,257150,15.91
25716,257160,16.06
25717,257170,6.81
25718,257180,6.64
25719,257190,10.58
25720,257200,0.01
25721,257210,11.03
25722,257220,8.91
25723,257230,11.25
25724,257240,16.74
25725,257250,15.42
25726,257260,9.54
25727,257270,2.72
25728,257280,12.75
25729,257290,8.23
25730,257300,15.37
25731,257310,12.3
25732,257320,2.61
25733,257330,9.24
25734,257340,10.52
25735,257350,1.21
25736,257360,3.86
25737,257370,8.38
25738,257380,6.26
25739,257390,7.25
25740,257400,7.63
25741,257410,10.2
25742,257420,10.52
25743,257430,13.75
25744,257440,9.86
25745,257450,7.7
25746,257460,11.96
25747,257470,13.23
25748,257480,4.63
25749,257490,3.23
25750,257500,8.6
25751,257510,15.0
25752,257520,9.61
25753,257530,8.74
25754,257540,10.83
25755,257550,8.06
25756,257560,7.71
25757,257570,5.95
25758,257580,7.36
25759,257590,15.55
25760,257600,9.49
25761,257610,12.1
25762,257620,5.86
25763,257630,7.32
25764,257640,12.77
25765,257650,14.73
25766,257660,6.16
25767,257670,12.53
25768,257680,8.69
25769,257690,9.85
25770,257700,9.27
25771,257710,10.19
25772,257720,8.83
25773,257730,8.64
25774,257740,17.94
25775,257750,8.94
25776,257760,9.98
25777,257770,6.86
25778,257780,10.86
25779,257790,2.41
25780,257800,7.61
25781,257810,10.32
25782,257820,6.3
25783,257830,8.0
25784,257840,14.7
25785,257850,1.79
25786,257860,0.41
25787,257870,12.33
25788,257880,12.96
25789,257890,8.43
25790,257900,7.45
25791,257910,2.8
25792,257920,7.12
25793,257930,15.24
25794,257940,11.86
25795,257950,10.38
25796,257960,11.44
25797,257970,0.84
25798,257980,6.29
25799,257990,10.18
25800,258000,8.99
25801,258010,8.55
25802,258020,9.93
25803,258030,6.44
25804,258040,5.34
25805,258050,4.85
25806,258060,6.97
25807,258070,11.58
25808,258080,9.21
25809,258090,6.53
25810,258100,10.27
25811,258110,11.07
25812,258120,8.85
25813,258130,14.74
25814,258140,12.03
25815,258150,16.9
25816,258160,4.49
25817,258170,4.26
25818,258180,4.91
25819,258190,10.53
25820,258200,7.65
25821,258210,7.54
25822,258220,7.47
25823,258230,9.16
25824,258240,13.83
25825,258250,5.35
25826,258260,3.85
25827,258270,6.12
25828,258280,8.27
25829,258290,8.2
25830,258300,5.53
25831,258310,9.31
25832,258320,10.18
25833,258330,11.87
25834,258340,12.99
25835,258350,9.03
25836,258360,5.7
25837,258370,7.59
25838,258380,8.53
25839,258390,12.22
25840,258400,12.43
25841,258410,2.3
25842,258420,6.87
25843,258430,1.69
25844,258440,9.49
25845,258450,6.71
25846,258460,5.03
25847,258470,5.41
25848,258480,22.78
25849,258490,8.81
25850,258500,13.67
25851,258510,5.95
25852,258520,11.6
25853,258530,11.44
25854,258540,6.99
25855,258550,7.61
25856,258560,11.63
25857,258570,4.95
25858,258580,6.08
25859,258590,8.62
25860,258600,2.75
25861,258610,14.28
25862,258620,12.24
25863,258630,11.96
25864,258640,0.25
25865,258650,8.92
25866,258660,5.15
25867,258670,0.53
25868,258680,4.96
25869,258690,6.87
25870,258700,12.43
25871,258710,7.6
25872,258720,8.29
25873,258730,6.46
25874,258740,10.19
25875,258750,3.28
25876,258760,9.92
25877,258770,10.02
25878,258780,11.27
25879,258790,6.3
25880,258800,7.62
25881,258810,7.81
25882,258820,11.23
25883,258830,10.19
25884,258840,9.31
25885,258850,10.39
25886,258860,7.37
25887,258870,6.24
25888,258880,4.36
25889,258890,11.21
25890,258900,7.5
25891,258910,5.1
25892,258920,7.2
25893,258930,2.44
25894,258940,8.76
25895,258950,8.27
25896,258960,2.37
25897,258970,9.59
25898,258980,12.76
25899,258990,8.98
25900,259000,10.56
25901,259010,10.79
25902,259020,0.26
25903,259030,4.67
25904,259040,6.07
25905,259050,11.79
25906,259060,4.58
25907,259070,13.77
25908,259080,12.54
25909,259090,13.61
25910,259100,8.14
25911,259110,16.66
25912,259120,13.34
25913,259130,11.16
25914,259140,14.33
25915,259150,8.21
25916,259160,7.61
25917,259170,2.44
25918,259180,12.83
25919,259190,9.55
25920,259200,8.53
25921,259210,11.57
25922,259220,4.56
25923,259230,8.1
25924,259240,15.3
25925,259250,11.82
25926,259260,16.29
25927,259270,12.91
25928,259280,7.15
25929,259290,14.7
25930,259300,10.63
25931,259310,5.0
25932,259320,4.52
25933,259330,9.9
25934,259340,12.89
25935,259350,10.44
25936,259360,5.27
25937,259370,11.91
25938,259380,1.91
25939,259390,10.68
25940,259400,9.62
25941,259410,6.3
25942,259420,11.79
25943,259430,8.47
25944,259440,11.35
25945,259450,9.72
25946,259460,4.67
25947,259470,6.48
25948,259480,8.67
25949,259490,4.56
25950,259500,8.23
25951,259510,9.1
25952,259520,5.76
25953,259530,17.15
25954,259540,1.58
25955,259550,11.19
25956,259560,9.25
25957,259570,3.57
25958,259580,5.09
25959,259590,9.63
25960,259600,7.08
25961,259610,4.02
25962,259620,9.92
25963,259630,8.56
25964,259640,6.32
25965,259650,5.9
25966,259660,6.17
25967,259670,8.5
25968,259680,4.67
25969,259690,3.22
25970,259700,7.58
25971,259710,1.93
25972,259720,6.46
25973,259730,10.51
25974,259740,15.21
25975,259750,8.95
25976,259760,8.58
25977,259770,5.33
25978,259780,9.21
25979,259790,12.43
25980,259800,7.99
25981,259810,9.59
25982,259820,17.18
25983,259830,7.16
25984,259840,11.24
25985,259850,3.66
25986,259860,11.49
25987,259870,16.35
25988,259880,4.23
25989,259890,9.68
25990,259900,10.34
25991,259910,4.31
25992,259920,8.84
25993,259930,9.08
25994,259940,12.48
25995,259950,12.91
25996,259960,5.79
25997,259970,6.5
25998,259980,4.73
25999,259990,7.85
26000,260000,12.24
26001,260010,6.16
26002,260020,10.07
26003,260030,20.52
26004,260040,12.72
26005,260050,12.12
26006,260060,18.04
26007,260070,11.64
26008,260080,11.05
26009,260090,13.26
26010,260100,8.23
26011,260110,12.61
26012,260120,12.97
26013,260130,6.05
26014,260140,6.63
26015,260150,5.73
26016,260160,9.23
26017,260170,6.67
26018,260180,6.09
26019,260190,9.19
26020,260200,10.29
26021,260210,4.97
26022,260220,5.11
26023,260230,7.49
26024,260240,11.44
26025,260250,12.25
26026,260260,3.05
26027,260270,8.2
26028,260280,7.53
26029,260290,11.39
26030,260300,8.11
26031,260310,10.42
26032,260320,6.18
26033,260330,6.86
26034,260340,0.31
26035,260350,8.29
26036,260360,8.7
26037,260370,9.34
26038,260380,8.09
26039,260390,7.35
26040,260400,14.99
26041,260410,5.11
26042,260420,9.74
26043,260430,9.38
26044,260440,9.98
26045,260450,14.8
26046,260460,7.32
26047,260470,12.22
26048,260480,10.69
26049,260490,7.84
26050,260500,5.34
26051,260510,6.65
26052,260520,8.15
26053,260530,13.48
26054,260540,10.43
26055,260550,12.89
26056,260560,11.83
26057,260570,12.42
26058,260580,8.15
26059,260590,7.3
26060,260600,2.87
26061,260610,7.13
26062,260620,7.8
26063,260630,6.98
26064,260640,9.55
26065,260650,0.72
26066,260660,13.04
26067,260670,8.89
26068,260680,14.52
26069,260690,5.44
26070,260700,7.14
26071,260710,11.5
26072,260720,13.1
26073,260730,8.78
26074,260740,12.61
26075,260750,9.74
26076,260760,10.55
26077,260770,14.17
26078,260780,6.65
26079,260790,8.11
26080,260800,11.11
26081,260810,11.19
26082,260820,6.05
26083,260830,9.79
26084,260840,5.86
26085,260850,14.55
26086,260860,6.09
26087,260870,3.33
26088,260880,7.38
26089,260890,6.73
26090,260900,6.95
26091,260910,7.08
26092,260920,4.26
26093,260930,4.29
26094,260940,14.54
26095,260950,9.84
26096,260960,9.27
26097,260970,9.42
26098,260980,5.78
26099,260990,15.01
26100,261000,0.91
26101,261010,9.3
26102,261020,12.37
26103,261030,10.1
26104,261040,5.77
26105,261050,3.12
26106,261060,14.91
26107,261070,3.98
26108,261080,8.77
26109,261090,9.12
26110,261100,10.91
26111,261110,12.63
26112,261120,7.43
26113,261130,17.47
26114,261140,6.39
26115,261150,11.46
26116,261160,3.27
26117,261170,11.49
26118,261180,2.32
26119,261190,9.47
26120,261200,12.66
26121,261210,14.49
26122,261220,16.43
26123,261230,5.69
26124,261240,6.47
26125,261250,14.93
26126,261260,9.38
26127,261270,12.44
26128,261280,8.42
26129,261290,3.94
26130,261300,9.82
26131,261310,12.05
26132,261320,5.21
26133,261330,2.76
26134,261340,10.69
26135,261350,7.81
26136,261360,10.1
26137,261370,12.81
26138,261380,17.82
26139,261390,0.18
26140,261400,11.0
26141,261410,5.8
26142,261420,4.53
26143,261430,10.49
26144,261440,7.21
26145,261450,13.99
26146,261460,8.68
26147,261470,10.18
26148,261480,4.49
26149,261490,16.05
26150,261500,11.79
26151,261510,9.01
26152,261520,7.89
26153,261530,11.85
26154,261540,6.31
26155,261550,7.81
26156,261560,7.14
26157,261570,2.52
26158,261580,6.11
26159,261590,11.3
26160,261600,1.9
26161,261610,10.42
26162,261620,7.91
26163,261630,6.61
26164,261640,3.83
26165,261650,10.38
26166,261660,17.67
26167,261670,7.09
26168,261680,1.45
26169,261690,8.31
26170,261700,9.18
26171,261710,14.93
26172,261720,14.62
26173,261730,11.35
26174,261740,15.79
26175,261750,10.73
26176,261760,15.42
26177,261770,10.1
26178,261780,3.46
26179,261790,11.26
26180,261800,8.24
26181,261810,5.42
26182,261820,12.36
26183,261830,8.52
26184,261840,3.68
26185,261850,5.71
26186,261860,7.23
26187,261870,8.91
26188,261880,14.91
26189,261890,16.61
26190,261900,6.34
26191,261910,6.71
26192,261920,13.31
26193,261930,6.56
26194,261940,8.61
26195,261950,6.22
26196,261960,9.04
26197,261970,9.77
26198,261980,8.08
26199,261990,11.99
26200,262000,5.67
26201,262010,10.83
26202,262020,3.45
26203,262030,17.28
26204,262040,8.69
26205,262050,7.48
26206,262060,10.18
26207,262070,10.23
26208,262080,4.67
26209,262090,4.37
26210,262100,4.19
26211,262110,10.04
26212,262120,13.49
26213,262130,6.58
26214,262140,0.88
26215,262150,5.2
26216,262160,4.45
26217,262170,7.61
26218,262180,8.72
26219,262190,10.81
26220,262200,8.96
26221,262210,9.94
26222,262220,10.3
26223,262230,9.56
26224,262240,9.86
26225,262250,12.93
26226,262260,10.37
26227,262270,7.17
26228,262280,9.22
26229,262290,10.9
26230,262300,6.28
26231,262310,18.63
26232,262320,17.55
26233,262330,10.44
26234,262340,15.1
26235,262350,4.98
26236,262360,15.6
26237,262370,11.4
26238,262380,6.92
26239,262390,2.36
26240,262400,5.07
26241,262410,15.76
26242,262420,11.37
26243,262430,7.42
26244,262440,1.54
26245,262450,0.83
26246,262460,7.99
26247,262470,8.96
26248,262480,13.68
26249,262490,5.94
26250,262500,10.88
26251,262510,13.51
26252,262520,9.38
26253,262530,9.8
26254,262540,3.92
26255,262550,8.19
26256,262560,8.82
26257,262570,15.81
26258,262580,12.3
26259,262590,9.04
26260,262600,5.82
26261,262610,9.05
26262,262620,9.47
26263,262630,6.89
26264,262640,11.34
26265,262650,5.74
26266,262660,4.35
26267,262670,2.18
26268,262680,5.63
26269,262690,7.57
26270,262700,1.9
26271,262710,9.16
26272,262720,13.24
26273,262730,7.84
26274,262740,9.58
26275,262750,10.08
26276,262760,3.17
26277,262770,6.36
26278,262780,17.65
26279,262790,4.43
26280,262800,7.47
26281,262810,11.54
26282,262820,9.51
26283,262830,6.95
26284,262840,4.65
26285,262850,0.52
26286,262860,6.36
26287,262870,7.75
26288,262880,7.63
26289,262890,7.46
26290,262900,2.92
26291,262910,3.55
26292,262920,9.14
26293,262930,10.57
26294,262940,7.19
26295,262950,7.79
26296,262960,1.28
26297,262970,10.57
26298,262980,7.91
26299,262990,5.42
26300,263000,7.52
26301,263010,15.0
26302,263020,6.88
26303,263030,10.76
26304,263040,9.48
26305,263050,12.1
26306,263060,6.89
26307,263070,10.89
26308,263080,8.77
26309,263090,4.15
26310,263100,12.95
26311,263110,4.45
26312,263120,5.75
26313,263130,13.04
26314,263140,7.9
26315,263150,13.68
26316,263160,10.22
26317,263170,11.97
26318,263180,10.18
26319,263190,20.16
26320,263200,8.54
26321,263210,12.25
26322,263220,3.74
26323,263230,8.95
26324,263240,14.13
26325,263250,7.86
26326,263260,12.75
26327,263270,7.45
26328,263280,12.64
26329,263290,9.62
26330,263300,12.96
26331,263310,2.97
26332,263320,8.72
26333,263330,12.29
26334,263340,6.18
26335,263350,12.9
26336,263360,5.1
26337,263370,6.75
26338,263380,10.81
26339,263390,10.6
26340,263400,11.58
26341,263410,10.75
26342,263420,15.11
26343,263430,4.63
26344,263440,9.94
26345,263450,10.69
26346,263460,7.6
26347,263470,9.72
26348,263480,8.79
26349,263490,7.46
26350,263500,5.0
26351,263510,10.17
26352,263520,12.58
26353,263530,12.24
26354,263540,9.79
26355,263550,9.04
26356,263560,7.08
26357,263570,10.87
26358,263580,2.74
26359,263590,13.44
26360,263600,12.36
26361,263610,16.44
26362,263620,8.59
26363,263630,13.06
26364,263640,7.81
26365,263650,3.23
26366,263660,9.39
26367,263670,13.8
26368,263680,9.85
26369,263690,7.1
26370,263700,8.3
26371,263710,12.81
26372,263720,11.22
26373,263730,9.25
26374,263740,10.31
26375,263750,11.65
26376,263760,13.29
26377,263770,11.43
26378,263780,11.92
26379,263790,20.74
26380,263800,6.61
26381,263810,6.02
26382,263820,5.8
26383,263830,7.53
26384,263840,8.26
26385,263850,7.49
26386,263860,5.68
26387,263870,1.86
26388,263880,10.3
26389,263890,1.42
26390,263900,8.65
26391,263910,7.98
26392,263920,9.52
26393,263930,1.78
26394,263940,12.48
26395,263950,7.96
26396,263960,14.75
26397,263970,3.62
26398,263980,12.81
26399,263990,3.86
26400,264000,4.94
26401,264010,8.48
26402,264020,9.99
26403,264030,14.31
26404,264040,15.01
26405,264050,15.69
26406,264060,8.37
26407,264070,8.04
26408,264080,5.36
26409,264090,10.84
26410,264100,4.69
26411,264110,5.98
26412,264120,7.69
26413,264130,11.55
26414,264140,6.36
26415,264150,12.1
26416,264160,8.22
26417,264170,1.97
26418,264180,17.72
26419,264190,9.89
26420,264200,9.26
26421,264210,8.03
26422,264220,9.72
26423,264230,7.36
26424,264240,7.91
26425,264250,10.17
26426,264260,4.14
26427,264270,10.76
26428,264280,5.76
26429,264290,8.74
26430,264300,1.97
26431,264310,10.1
26432,264320,12.63
26433,264330,9.13
26434,264340,8.46
26435,264350,5.9
26436,264360,9.09
26437,264370,10.8
26438,264380,10.11
26439,264390,8.39
26440,264400,4.55
26441,264410,12.56
26442,264420,3.01
26443,264430,14.34
26444,264440,8.59
26445,264450,5.69
26446,264460,12.45
26447,264470,16.73
26448,264480,2.8
26449,264490,4.86
26450,264500,8.11
26451,264510,9.99
26452,264520,12.82
26453,264530,2.79
26454,264540,18.56
26455,264550,9.83
26456,264560,13.12
26457,264570,5.94
26458,264580,5.99
26459,264590,8.07
26460,264600,15.21
26461,264610,9.88
26462,264620,11.04
26463,264630,3.38
26464,264640,13.37
26465,264650,12.74
26466,264660,16.25
26467,264670,8.2
26468,264680,11.93
26469,264690,11.11
26470,264700,9.48
26471,264710,10.1
26472,264720,13.26
26473,264730,7.89
26474,264740,8.04
26475,264750,3.17
26476,264760,10.57
26477,264770,10.58
26478,264780,6.11
26479,264790,8.41
26480,264800,1.0
26481,264810,10.95
26482,264820,8.07
26483,264830,4.75
26484,264840,8.74
26485,264850,9.4
26486,264860,13.37
26487,264870,4.79
26488,264880,13.74
26489,264890,1.08
26490,264900,4.23
26491,264910,15.07
26492,264920,7.25
26493,264930,10.65
26494,264940,8.38
26495,264950,7.59
26496,264960,11.6
26497,264970,8.6
26498,264980,10.37
26499,264990,11.26
26500,265000,5.54
26501,265010,5.61
26502,265020,12.41
26503,265030,14.6
26504,265040,7.0
26505,265050,15.44
26506,265060,11.47
26507,265070,10.9
26508,265080,6.61
26509,265090,6.59
26510,265100,1.26
26511,265110,13.85
26512,265120,7.05
26513,265130,10.41
26514,265140,11.17
26515,265150,4.61
26516,265160,7.33
26517,265170,13.15
26518,265180,12.45
26519,265190,13.58
26520,265200,4.36
26521,265210,10.54
26522,265220,6.71
26523,265230,6.56
26524,265240,8.52
26525,265250,7.56
26526,265260,10.69
26527,265270,2.23
26528,265280,3.52
26529,265290,0.59
26530,265300,8.65
26531,265310,11.93
